,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
30276,30276,1090620,alternate_distance_reiki,2019-05-01T14:23:53.000Z,#retired #reiki3 mostly a series of posts to_from the #alternate #distance #reiki #team#keywords are @alternate_distance_reiki #usui #shiki #ryoho #globalist #infection #coronavirus #outbreak #pandemic #firefauci #trump #virus #fire%g #energy #healing #method#usui #mikao #sensei #taichi #bioweapon #yang #yang24 #yang37 #martialarts @alternative_health_reiki #chin #wuhan #covid19 #firefauci #fauci #mask #unmask #manmade,58,61,7747
30342,30342,1028762,Henry61,2019-03-09T23:50:18.000Z,"twitter, trap echt niet in de sprookjes van elon musk, twitter gaat weer richting de oude weg.ik zie weer profielen om het niets verwijdert worden.een multi miljardair die iets gratis weggeeft, je geloofd in wonderen?",177,203,1842
30396,30396,1004706,gammalsvensk,2019-03-02T13:15:58.000Z,"germany can no longer be reformed. we need a truly sovereign government, a peace treaty, democracy from below with politicians elected for a limited period of time who have specialist knowledge, and above all we need to get out of the ""peace-making"" nato.",178,170,3862
30425,30425,1049503,Ponerologe,2019-03-16T08:49:17.000Z,".be kind to the frightened, for they have been deceived..seid freundlich zu den vera ngstigten, denn sie wurden betrogen..",396,531,4407
30524,30524,1117996,Bienespitzerschnabel,2019-05-27T11:52:49.000Z,,792,1076,23884
30540,30540,1024791,Schmuckeremit,2019-03-08T06:47:08.000Z,"#12jahre3monateund9tage #germangenius #deutscheschicksale #holyshit #deutscheschicksale seit januar 21 mit (monat)seit mitte august 21: #deutscheschicksale +jahr(21, 46, 71, 96 ff)monatnutzt mullvad vpn.",526,482,44573
30709,30709,1182335,BavarianHunt,2019-07-13T16:04:46.459Z,"kommunismus ist der tod der seele. es ist ein system vo lliger anpassung und darauf ausgelegt, die tyrannei allgemeingu ltig zu machen.",90,64,16
30720,30720,1047364,cylonwarrior,2019-03-15T12:05:03.000Z,,821,883,25329
30908,30908,1038626,RealMachineGunBarbie,2019-03-13T04:09:51.000Z,christ is king ~ always burn the ships ~ here for the culture war ~ those who come to disturb our peace & dethrone our laws are aliens & enemies forever.,197,652,828
30932,30932,1063361,SleepyBowhunterMAGA1,2019-03-26T15:55:02.000Z,-usa1st-say goodbye 2 all rights if u lose 2nda-#buildthewall-jesus isthe way the truth & the life-dms will not get reply,1298,1270,2738
31221,31221,115601,JoeHNewYork,2016-12-10T12:45:04.000Z,usmc chu lai 69/70 teaparty #istandwithisrael conservative cursing christian. no sharia. libs don't like me i don't argue with maggots crucesignatus pope urbanii was the best pope. no dms chats i block them,4317,4616,29674
31261,31261,1147239,wzrubicon1,2019-06-29T17:50:20.000Z,"the native bear symbol represents strength, family, vitality courage and health. the bear is thoughtful and independent, with little need for fellowship. the bear is also self-contained and strong-willed in nature. a bear is of great support and comfort to those who crave human company simply for personal reassurance rather than for the simple pleasure of being with friends. he makes lonely periods of life far easier.",1171,1125,43234
31284,31284,1079305,Chuckiebrown,2019-04-13T04:54:02.000Z,,256,309,13408
31668,31668,117253,smuggly,2016-12-11T00:25:11.000Z,"""i know you won't believe me, but the highest form of human excellence is to question oneself and others."" - socrates",280,173,16525
31883,31883,101274,dleetr,2016-12-02T03:56:00.000Z,"a manifestation of our people's contempt for our chains.i don't advocate violence, my more radical posts should not be seen as doing so. i do however have no problem with the legitimate gods given right to self defense and this reason amongst many, makes me a white nationalist.thankyou.",2266,1029,61309
31886,31886,1000263,MossyHammer,2019-03-01T14:51:01.000Z,,148,168,2448
32007,32007,1126288,TK421SC,2019-06-06T18:44:06.000Z,"ironically always at my post...note: followers welcome, but shoot me a note that you did cause i forget to check my requests (i have settings that require me to approve all followers",207,357,5066
32258,32258,1119751,StormHeld,2019-05-29T22:06:26.000Z,"part time person. his story; 42+yrs homeless.hispanic/scotch-irish. recovering, child abuse survivor, renaissance artisan. living with severe near fatal head trauma from work related accident as a stage tech, insurance providers, medical community and workingman's comp, let 'heal' with the injuries, fighting the injured.trusting opioid docturd pushers almost perishing during sackler opioid crisis after 2 back 2 back surgerieswhat's left of my mind, is speaking*posts are not endorsements*",101,6,16503
32314,32314,1017590,Monkeytail,2019-03-05T20:39:40.000Z,"""when you hit rock bottom, there is always a leprechaun with a pot of gold at the end of the rainbow""~remc",401,560,4153
32389,32389,1136106,CWF,2019-06-17T06:36:39.000Z,"satanist.whiter than you.ally to good, anti ""semite"".ai slop enthusiast.",25,13,2491
32552,32552,1138676,TehMalachi,2019-06-20T16:33:28.000Z,"congratulations, you just let them take over your country.purebloodi noticed a long time ago. guitarist, gamer, outdoor fun *disclaimer* all statements made are sarcastic and satire. i do not support any acts of mindless violence.",862,503,3660
32573,32573,1180009,Wakawe55,2019-07-13T01:12:51.083Z,"christian, not rich, i don't send money to people i have never met. i pray for the destruction of the enemies of god. abortion is part of the worship service to molech/satan.1/4 swedish 3/4 german.",388,402,8925
32681,32681,1029116,Theunitedspot,2019-03-10T03:13:24.000Z,we bring memes to life. over 800 videos on youtube retweeted twice by president trump we just wanna make you laugh. follow us today. thanks for watching,2317,1055,5486
32712,32712,1127931,psycho,2019-06-07T19:52:36.000Z,i'd go to the moon in a nanosecond! the problem is we don't have the technology to do that anymore. we used to! but we destroyed that technology...and it's a painful process to build it back again.,528,640,4086
33121,33121,1102288,T124T,2019-05-10T01:58:25.000Z,not accepting anymore friends but thanks for the consideration,126,139,3831
33143,33143,1010815,Schnozzenstein,2019-03-03T19:40:02.000Z,"""the only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion."" - albert camus",701,1234,5848
33267,33267,1026633,Stray_Mongrel,2019-03-09T07:39:09.000Z,"jesus really likes you! june 24, 2022: proof that god answers prayer.and jesus answered them, have faith in god. truly, i say to you, whoever says to this mountain, be taken up and thrown into the sea, and does not doubt in his heart, but believes that what he says will come to pass, it will be done for him. therefore i tell you, whatever you ask in prayer, believe that you have received it, and it will be yours.(mark 11:22-24)",437,434,44414
33314,33314,1125573,Sagmetox,2019-06-06T09:30:47.000Z,kiwi dad gardner defend the right to offend wwg1wga,2007,1646,37451
33318,33318,1056218,volatile_struct,2019-03-19T21:08:04.000Z,"only the small secrets need to be protected. the big ones are kept secret by public disbelief.. it's flat folks. ""as the true method of knowledge is experiment, the true faculty of knowing must be the faculty which experiences.""",277,275,9964
33439,33439,116690,Stickyhammer,2016-12-10T18:46:42.000Z,"""i might disagree with your opinion, but i'm willing to give my life for your right to express it."" - voltaire""in a time of universal deceit - telling the truth is a revolutionary act."" orwell/blairthe search for the truth is not for the squeamish!",299,416,301
33449,33449,1077666,ThrobbingBiscuitFlinger,2019-04-12T01:04:01.000Z,"redpill proctologist since 2008. ron paul is my spirit animal. will send nudes, but not of me. my preffered racial slur is white cheddar honky cracker.prounouns: huge/hung#nicecrewlapidaryjewelerleatherman",523,313,3392
33523,33523,1185531,unconscionableAdmin,2019-07-14T19:34:33.882Z,"a christian, a husband, a father.christian nationalist.#bigeva dissident",638,455,5594
33838,33838,1122099,unit13,2019-06-02T07:34:31.000Z,"copyright disclaimer : under section 107 of the copyright act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. fair use is a use permitted by copyright statute that might otherwise be infringing. non-profit, educational or personal use tips the balance in favor of fair use.",3386,3049,1225
33880,33880,1075168,Ih8uJack,2019-04-09T04:36:40.000Z,hater of jack | lover of trump & freedom | #patriot | #trump2020 | #maga | #kag | videographer | meme maker | @ih8ujack aka / i'hate'you'jack / | | #loyalty | fb god | #saveourchildren | #qpatriot | q sent us | #q | #anon | expect us | #thegreatawakening | #wwg1wga |________________________________follow me | i follow backtwitter refugee| aka @ kmf 44k | aka @ ih8uj ack 59.2k | aka @ fujack187 1.2k | aka kdot |,7753,7908,7685
33941,33941,1029482,Darksavior,2019-03-10T08:23:55.000Z,having a drink while watching the world burn.,472,219,690
33975,33975,1102155,JeffHUlrcih,2019-05-09T22:06:47.000Z,"i am a husband, father, technologist, musician, and a certified chaplain. visit my website where hope abounds:",318,342,403
33993,33993,1101062,Foamwraiths,2019-05-08T19:53:17.000Z,"ask me about my vow of silence..i eat things that w'd eat me if they c'd. including cows..all is parody, hyperbole, litotes, puns, exaggeration, licensed insanity, spoken metaphorically & passionately, not to be taken literally nor genuinely threatening..diagnosed with dementia, not legally accountable for what i write. .regardless of what you *think* my posts mean, i implore you, ~do *not* take any unlawful action immediately or in the near future.~.",298,290,6840
34034,34034,1112133,Arbitrage,2019-05-19T11:15:34.000Z,advocate of freedom and libertyaustrian school economics,286,333,3985
34072,34072,103202,mattrs,2016-12-06T22:19:23.000Z,beliefs are perception filters!,190,266,37
34103,34103,1183262,NotReallyFrench,2019-07-13T23:23:07.184Z,"glory to thee, o christ, our god and our hope, glory to thee!it is truly meet to bless thee, o theotokos, ever blessed and all blameless, and the mother of our god. more honorable than the cherubim, and beyond compare more glorious than the seraphim, thou who without corruption gavest birth to god the logos, true theotokos, we magnify thee. ***it s okay to be whiteno dms, please and thanks",789,496,22473
34112,34112,1121640,Philipp,2019-06-01T13:02:00.000Z,,171,59,5118
34369,34369,114510,AttyJ,2016-12-10T07:16:45.000Z,it's better to keep your mouth shut and appear stupid than open it and remove all doubt - mark twainvisit news aggregator for patriots.sadly in #shithole #sanfrancisco,816,1457,1281
34407,34407,1176509,Tazbitter,2019-07-11T19:13:07.442Z,,369,600,1435
34536,34536,1064633,SandyJB,2019-03-27T15:03:51.000Z,"christian, patriot, mom, pro-lifer, artist, gardener hope is being able to see that there is light despite all of the darkness. desmond tutupersonal pronouns- ruger, sig sauer, winchester, h&k2 chronicles 7:14ephesians 6:12",1652,1565,31926
34619,34619,1096698,Susan_ishere,2019-05-06T04:44:49.000Z,"from queensland, australia married. christian. ""jesus christ is king"" 2nd chronicles ch7v14 if my people who are called by my name will humble themselves and pray and seek my face, and turn from their wicked ways, then i will hear from heaven, and will forgive their sins and heal their land.",1422,1177,11141
34738,34738,100746,phoenixTPR,2016-12-01T15:28:58.000Z,"hello! my name is phoenix. i'm an american, defender of the constitution, capitalist, and a lover of freedom. ""when governments fear the people, there is liberty. when the people fear the government, there is tyranny."" thank you to anyone that likes/re-posts my posts :)",6256,7222,6640
35033,35033,112220,no_mark_ever,2016-12-08T08:57:12.000Z,'i have overcome the world' - jesus christ,963,527,3526
35084,35084,1071845,JustOndieki,2019-04-04T15:50:27.000Z,christian. believer of the cross. born again.john /daily inspirations group: ceo on twitter,6529,587,15765
35555,35555,112564,Sheergem,2016-12-08T16:22:33.000Z,"widowed and heart broken pure bloodq = question everything awakened and prepared, consider my posts as mostly satire.""the only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion."" - albert camus",3719,1190,212686
35563,35563,114812,Mr_History123,2016-12-10T09:14:49.000Z,"the goal is world peace,,,,, when there is liberty and justice for all people of earth,,, that requires good government for all,,,",235,24,15378
